Id,IsDeleted,MasterRecordId,Name,Type,ParentId,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,BillingAddress,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,ShippingAddress,Phone,Fax,AccountNumber,Website,PhotoUrl,Sic,Industry,AnnualRevenue,NumberOfEmployees,Ownership,TickerSymbol,Description,Rating,Site,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,Jigsaw,JigsawCompanyId,CleanStatus,AccountSource,DunsNumber,Tradestyle,NaicsCode,NaicsDesc,YearStarted,SicDesc,DandbCompanyId,OperatingHoursId
0011g00000nAbvkAAC,,,Roloff Entertainment,Channel Partner / Reseller,,"774 Route 1 N, Newport Centre",Iselin,NJ,8830,US,,,,"{""city"":""Iselin"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""8830"",""state"":""NJ"",""street"":""774 Route 1 N, Newport Centre""}","774 Route 1 N, Newport Centre",Iselin,NJ,8830,US,,,,"{""city"":""Iselin"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""8830"",""state"":""NJ"",""street"":""774 Route 1 N, Newport Centre""}",(555) 627-8371,(555) 720-6057,000537267828,,/services/images/photo/0011g00000nAbvkAAC,,Entertainment,6835860,180,Subsidiary,,,Warm,,0051g000004BvFfAAK,2016-02-27T03:18:15.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:25.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:25.000+0000,,2020-05-20T18:18:25.000+0000,2020-05-20T18:18:25.000+0000,,,Pending,,,,,,,,,
0011g00000nAbvlAAC,,,Mwakitwile Machinery,Installation Partner,,"263 Harvey St, Hanes Mall",Winston-Salem,NC,27103,US,,,,"{""city"":""Winston-Salem"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""27103"",""state"":""NC"",""street"":""263 Harvey St, Hanes Mall""}","263 Harvey St, Hanes Mall",Winston-Salem,NC,27103,US,,,,"{""city"":""Winston-Salem"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""27103"",""state"":""NC"",""street"":""263 Harvey St, Hanes Mall""}",(555) 978-1760,(555) 617-4670,000798341628,,/services/images/photo/0011g00000nAbvlAAC,,Machinery,5574699,39,Private,,,Warm,,0051g000004BvFfAAK,2019-10-22T20:52:20.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:25.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:25.000+0000,,2020-05-20T18:18:25.000+0000,2020-05-20T18:18:25.000+0000,,,Pending,,,,,,,,,
0011g00000nAbvmAAC,,,Stubblefield Apparel,Customer - Channel,,"42 Imbiah Rd, #01-K1",Sentosa Island,5,99704,SG,,,,"{""city"":""Sentosa Island"",""country"":""SG"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""99704"",""state"":""5"",""street"":""42 Imbiah Rd, #01-K1""}","42 Imbiah Rd, #01-K1",Sentosa Island,5,99704,SG,,,,"{""city"":""Sentosa Island"",""country"":""SG"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""99704"",""state"":""5"",""street"":""42 Imbiah Rd, #01-K1""}",(555) 447-7929,(555) 752-7229,000643754191,,/services/images/photo/0011g00000nAbvmAAC,,Apparel,618944,4,Subsidiary,,,Warm,,0051g000004BvFfAAK,2017-09-25T01:24:14.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:25.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:25.000+0000,,2020-05-20T18:18:25.000+0000,2020-05-20T18:18:25.000+0000,,,Pending,,,,,,,,,
0011g00000nAbvnAAC,,,Yeates Media,Technology Partner,,2370 E Lincoln Hwy,New Lenox,IL,604519533,US,,,,"{""city"":""New Lenox"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""604519533"",""state"":""IL"",""street"":""2370 E Lincoln Hwy""}",2370 E Lincoln Hwy,New Lenox,IL,604519533,US,,,,"{""city"":""New Lenox"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""604519533"",""state"":""IL"",""street"":""2370 E Lincoln Hwy""}",(555) 760-2951,(555) 627-7631,000791409472,,/services/images/photo/0011g00000nAbvnAAC,,Communications,276921000,9000,Private,,,Warm,,0051g000004BvFfAAK,2017-01-31T21:19:28.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:25.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:25.000+0000,,2020-05-20T18:18:25.000+0000,2020-05-20T18:18:25.000+0000,,,Pending,,,,,,,,,
0011g00000nAbvoAAC,,,Phariss Communications,Channel Partner / Reseller,,"Unit M3-02 Al Wasl Road, Dubai, UAE, Al Wasl Road, Dubai, UAE",Dubai,DU,,AE,,,,"{""city"":""Dubai"",""country"":""AE"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""DU"",""street"":""Unit M3-02 Al Wasl Road, Dubai, UAE, Al Wasl Road, Dubai, UAE""}","Unit M3-02 Al Wasl Road, Dubai, UAE, Al Wasl Road, Dubai, UAE",Dubai,DU,,AE,,,,"{""city"":""Dubai"",""country"":""AE"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""DU"",""street"":""Unit M3-02 Al Wasl Road, Dubai, UAE, Al Wasl Road, Dubai, UAE""}",(555) 163-4664,(555) 268-9866,000906542699,,/services/images/photo/0011g00000nAbvoAAC,,Communications,140724500,3500,Private,,,Warm,,0051g000004BvFfAAK,2015-11-02T18:30:29.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:25.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:25.000+0000,,2020-05-20T18:18:25.000+0000,2020-05-20T18:18:25.000+0000,,,Pending,,,,,,,,,
0011g00000nAbvpAAC,,,National Wiedmann Manufacturing,Channel Partner / Reseller,,"1865 Route 70, Quaker Bridge Mall",Lakewood,NJ,8701,US,,,,"{""city"":""Lakewood"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""8701"",""state"":""NJ"",""street"":""1865 Route 70, Quaker Bridge Mall""}","1865 Route 70, Quaker Bridge Mall",Lakewood,NJ,8701,US,,,,"{""city"":""Lakewood"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""8701"",""state"":""NJ"",""street"":""1865 Route 70, Quaker Bridge Mall""}",(555) 968-2967,(555) 777-8577,000810675261,,/services/images/photo/0011g00000nAbvpAAC,,Manufacturing,200427500,2500,Public,,,Hot,,0051g000004BvFfAAK,2019-08-29T20:19:50.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:25.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:25.000+0000,,2020-05-20T18:18:25.000+0000,2020-05-20T18:18:25.000+0000,,,Pending,,,,,,,,,
0011g00000nAbvqAAC,,,Hallie Recreation,Customer - Channel,,"Av. Pres. Juscelino Kubitschek, 2041, 3o Piso - Itaim Bibi",Sao Paulo,SP,04543-011,BR,,,,"{""city"":""Sao Paulo"",""country"":""BR"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""04543-011"",""state"":""SP"",""street"":""Av. Pres. Juscelino Kubitschek, 2041, 3o Piso - Itaim Bibi""}","Av. Pres. Juscelino Kubitschek, 2041, 3o Piso - Itaim Bibi",Sao Paulo,SP,04543-011,BR,,,,"{""city"":""Sao Paulo"",""country"":""BR"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""04543-011"",""state"":""SP"",""street"":""Av. Pres. Juscelino Kubitschek, 2041, 3o Piso - Itaim Bibi""}",(555) 229-7362,(555) 408-8635,000363348845,,/services/images/photo/0011g00000nAbvqAAC,,Recreation,927613824,920000,Private,,,Warm,,0051g000004BvFfAAK,2008-06-27T23:59:44.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:25.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:25.000+0000,,2020-05-20T18:18:25.000+0000,2020-05-20T18:18:25.000+0000,,,Pending,,,,,,,,,
0011g00000nAbvrAAC,,,Gallipeau Consulting,Prospect,,"998 Sunrise Ave, 115",Roseville,CA,95661,US,,,,"{""city"":""Roseville"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""95661"",""state"":""CA"",""street"":""998 Sunrise Ave, 115""}","998 Sunrise Ave, 115",Roseville,CA,95661,US,,,,"{""city"":""Roseville"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""95661"",""state"":""CA"",""street"":""998 Sunrise Ave, 115""}",(555) 114-5788,(555) 976-7484,000972603287,,/services/images/photo/0011g00000nAbvrAAC,,Consulting,166138,7,Subsidiary,,,Warm,,0051g000004BvFfAAK,2012-03-09T16:08:06.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:25.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:25.000+0000,,2020-05-20T18:18:25.000+0000,2020-05-20T18:18:25.000+0000,,,Pending,,,,,,,,,
0011g00000nAbvsAAC,,,Stumpp Industrial,Installation Partner,,1100 14th Street,Sacramento,CA,958143913,US,,,,"{""city"":""Sacramento"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""958143913"",""state"":""CA"",""street"":""1100 14th Street""}",1100 14th Street,Sacramento,CA,958143913,US,,,,"{""city"":""Sacramento"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""958143913"",""state"":""CA"",""street"":""1100 14th Street""}",(555) 460-3958,(555) 881-5040,000375605382,,/services/images/photo/0011g00000nAbvsAAC,,Construction,57628400,400,Private,,,Warm,,0051g000004BvFfAAK,2017-12-09T19:09:34.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:25.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:25.000+0000,,2020-05-20T18:18:25.000+0000,2020-05-20T18:18:25.000+0000,,,Pending,,,,,,,,,
0011g00000nAbvtAAC,,,First Barbella Hospitality,Installation Partner,,Jl. Pantai Indah Kapuk Utara II Kav 1,Jakarta,JW,14460,ID,,,,"{""city"":""Jakarta"",""country"":""ID"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""14460"",""state"":""JW"",""street"":""Jl. Pantai Indah Kapuk Utara II Kav 1""}",Jl. Pantai Indah Kapuk Utara II Kav 1,Jakarta,JW,14460,ID,,,,"{""city"":""Jakarta"",""country"":""ID"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""14460"",""state"":""JW"",""street"":""Jl. Pantai Indah Kapuk Utara II Kav 1""}",(555) 736-3317,(555) 221-3549,000232783257,,/services/images/photo/0011g00000nAbvtAAC,,Hospitality,452987100,5100,Private,,,Warm,,0051g000004BvFfAAK,2010-10-03T00:41:49.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:25.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:25.000+0000,,2020-05-20T18:18:25.000+0000,2020-05-20T18:18:25.000+0000,,,Pending,,,,,,,,,
0011g00000nAbvuAAC,,,Mcclarty Shipping,Customer - Channel,,700 University Ave.,Monroe,LA,712099000,US,,,,"{""city"":""Monroe"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""712099000"",""state"":""LA"",""street"":""700 University Ave.""}",700 University Ave.,Monroe,LA,712099000,US,,,,"{""city"":""Monroe"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""712099000"",""state"":""LA"",""street"":""700 University Ave.""}",(555) 921-5822,(555) 510-3853,000975328381,,/services/images/photo/0011g00000nAbvuAAC,,Shipping,59362980,510,Private,,,Warm,,0051g000004BvFfAAK,2019-11-29T16:19:07.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:25.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:25.000+0000,,2020-05-20T18:18:25.000+0000,2020-05-20T18:18:25.000+0000,,,Pending,,,,,,,,,
0011g00000nAbvvAAC,,,Global Stiller Machinery,Prospect,,38019 47th St E,Palmdale,CA,935523103,US,,,,"{""city"":""Palmdale"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""935523103"",""state"":""CA"",""street"":""38019 47th St E""}",38019 47th St E,Palmdale,CA,935523103,US,,,,"{""city"":""Palmdale"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""935523103"",""state"":""CA"",""street"":""38019 47th St E""}",(555) 993-2945,(555) 368-3834,000116264826,,/services/images/photo/0011g00000nAbvvAAC,,Machinery,4667640,120,Subsidiary,,,Warm,,0051g000004BvFfAAK,2019-07-06T23:06:19.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:25.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:25.000+0000,,2020-05-20T18:18:25.000+0000,2020-05-20T18:18:25.000+0000,,,Pending,,,,,,,,,
0011g00000nAbvwAAC,,,Udinsky Technology,Customer - Channel,,"19122 Beardslee Blvd, 208",Bothell,WA,98011,US,,,,"{""city"":""Bothell"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""98011"",""state"":""WA"",""street"":""19122 Beardslee Blvd, 208""}","19122 Beardslee Blvd, 208",Bothell,WA,98011,US,,,,"{""city"":""Bothell"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""98011"",""state"":""WA"",""street"":""19122 Beardslee Blvd, 208""}",(555) 874-2390,(555) 722-9030,000736553938,,/services/images/photo/0011g00000nAbvwAAC,,Technology,25243680,660,Public,,,Warm,,0051g000004BvFfAAK,2009-01-22T23:46:59.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:25.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:25.000+0000,,2020-05-20T18:18:25.000+0000,2020-05-20T18:18:25.000+0000,,,Pending,,,,,,,,,
0011g00000nAbvxAAC,,,Bulkley Agriculture,Customer - Channel,,115 Moss Grove Blvd.,Knoxville,TN,37922,US,,,,"{""city"":""Knoxville"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""37922"",""state"":""TN"",""street"":""115 Moss Grove Blvd.""}",115 Moss Grove Blvd.,Knoxville,TN,37922,US,,,,"{""city"":""Knoxville"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""37922"",""state"":""TN"",""street"":""115 Moss Grove Blvd.""}",(555) 734-1206,(555) 527-9670,000412950168,,/services/images/photo/0011g00000nAbvxAAC,,Agriculture,8900199,63,Subsidiary,,,Warm,,0051g000004BvFfAAK,2011-06-14T03:16:16.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:25.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:25.000+0000,,2020-05-20T18:18:25.000+0000,2020-05-20T18:18:25.000+0000,,,Pending,,,,,,,,,
0011g00000nAbvyAAC,,,Houch Recreation,Installation Partner,,725 Hebron Pkwy,Lewisville,TX,750575001,US,,,,"{""city"":""Lewisville"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""750575001"",""state"":""TX"",""street"":""725 Hebron Pkwy""}",725 Hebron Pkwy,Lewisville,TX,750575001,US,,,,"{""city"":""Lewisville"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""750575001"",""state"":""TX"",""street"":""725 Hebron Pkwy""}",(555) 589-8539,(555) 572-7418,000381563333,,/services/images/photo/0011g00000nAbvyAAC,,Recreation,21277080,540,Private,,,Warm,,0051g000004BvFfAAK,2016-06-26T22:36:55.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:25.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:25.000+0000,,2020-05-20T18:18:25.000+0000,2020-05-20T18:18:25.000+0000,,,Pending,,,,,,,,,
0011g00000nAbvzAAC,,,Ferre Bank,Other,,741 E Olive Avenue,Fresno,CA,937283330,US,,,,"{""city"":""Fresno"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""937283330"",""state"":""CA"",""street"":""741 E Olive Avenue""}",741 E Olive Avenue,Fresno,CA,937283330,US,,,,"{""city"":""Fresno"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""937283330"",""state"":""CA"",""street"":""741 E Olive Avenue""}",(555) 852-2316,(555) 492-7105,000684141857,,/services/images/photo/0011g00000nAbvzAAC,,Banking,45325490,490,Private,,,Warm,,0051g000004BvFfAAK,2019-01-14T22:22:17.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:25.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:25.000+0000,,2020-05-20T18:18:25.000+0000,2020-05-20T18:18:25.000+0000,,,Pending,,,,,,,,,
0011g00000nAbw0AAC,,,Ramshur Finance,Other,,"Ground Floor, Inorbit Mall, Link Road,  Malad (West)",Mumbai,MH,400064,IN,,,,"{""city"":""Mumbai"",""country"":""IN"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""400064"",""state"":""MH"",""street"":""Ground Floor, Inorbit Mall, Link Road,  Malad (West)""}","Ground Floor, Inorbit Mall, Link Road,  Malad (West)",Mumbai,MH,400064,IN,,,,"{""city"":""Mumbai"",""country"":""IN"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""400064"",""state"":""MH"",""street"":""Ground Floor, Inorbit Mall, Link Road,  Malad (West)""}",(555) 982-7257,(555) 653-1269,000955161086,,/services/images/photo/0011g00000nAbw0AAC,,Finance,46238600,940,Subsidiary,,,Cold,,0051g000004BvFfAAK,2018-12-28T03:35:17.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:25.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:25.000+0000,,2020-05-20T18:18:25.000+0000,2020-05-20T18:18:25.000+0000,,,Pending,,,,,,,,,
0011g00000nAbw1AAC,,,Fingal Chemicals,Customer - Channel,,1149 Sunrise Hwy,Copiague,NY,117261330,US,,,,"{""city"":""Copiague"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""117261330"",""state"":""NY"",""street"":""1149 Sunrise Hwy""}",1149 Sunrise Hwy,Copiague,NY,117261330,US,,,,"{""city"":""Copiague"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""117261330"",""state"":""NY"",""street"":""1149 Sunrise Hwy""}",(555) 191-7192,(555) 530-8996,000849030248,,/services/images/photo/0011g00000nAbw1AAC,,Chemicals,11140096,86,Public,,,Warm,,0051g000004BvFfAAK,2015-02-14T22:16:05.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:25.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:25.000+0000,,2020-05-20T18:18:25.000+0000,2020-05-20T18:18:25.000+0000,,,Pending,,,,,,,,,
0011g00000nAbw2AAC,,,Fraine Entertainment,Prospect,,"1 Walden Galleria, K-04",Cheektowaga,NY,142255408,US,,,,"{""city"":""Cheektowaga"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""142255408"",""state"":""NY"",""street"":""1 Walden Galleria, K-04""}","1 Walden Galleria, K-04",Cheektowaga,NY,142255408,US,,,,"{""city"":""Cheektowaga"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""142255408"",""state"":""NY"",""street"":""1 Walden Galleria, K-04""}",(555) 148-7683,(555) 616-3832,000932734538,,/services/images/photo/0011g00000nAbw2AAC,,Entertainment,21672480,480,Subsidiary,,,Warm,,0051g000004BvFfAAK,2019-08-18T17:38:48.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:25.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:25.000+0000,,2020-05-20T18:18:25.000+0000,2020-05-20T18:18:25.000+0000,,,Pending,,,,,,,,,
0011g00000nAbw3AAC,,,Jimmison Hospitality,Installation Partner,,"4915 S Regal St, Heritage Village Shopping Center",Spokane,WA,99217,US,,,,"{""city"":""Spokane"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""99217"",""state"":""WA"",""street"":""4915 S Regal St, Heritage Village Shopping Center""}","4915 S Regal St, Heritage Village Shopping Center",Spokane,WA,99217,US,,,,"{""city"":""Spokane"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""99217"",""state"":""WA"",""street"":""4915 S Regal St, Heritage Village Shopping Center""}",(555) 402-6752,(555) 983-9030,000162141075,,/services/images/photo/0011g00000nAbw3AAC,,Hospitality,9687150,330,Private,,,Warm,,0051g000004BvFfAAK,2018-04-22T17:33:30.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:25.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:25.000+0000,,2020-05-20T18:18:25.000+0000,2020-05-20T18:18:25.000+0000,,,Pending,,,,,,,,,
0011g00000nAbw4AAC,,,Wachtel Technology,Channel Partner / Reseller,,"Av. Los Frutales 1170, La Molina",Lima,LIM,LIMA 12,PE,,,,"{""city"":""Lima"",""country"":""PE"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""LIMA 12"",""state"":""LIM"",""street"":""Av. Los Frutales 1170, La Molina""}","Av. Los Frutales 1170, La Molina",Lima,LIM,LIMA 12,PE,,,,"{""city"":""Lima"",""country"":""PE"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""LIMA 12"",""state"":""LIM"",""street"":""Av. Los Frutales 1170, La Molina""}",(555) 429-3831,(555) 173-7896,000474480038,,/services/images/photo/0011g00000nAbw4AAC,,Technology,4434200,100,Subsidiary,,,Warm,,0051g000004BvFfAAK,2019-09-25T00:42:22.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:25.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:25.000+0000,,2020-05-20T18:18:25.000+0000,2020-05-20T18:18:25.000+0000,,,Pending,,,,,,,,,
0011g00000nAbw5AAC,,,Maddrey Labs,Other,,1-1313 Yamamuro,Fujimi,11,354-0022,JP,,,,"{""city"":""Fujimi"",""country"":""JP"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""354-0022"",""state"":""11"",""street"":""1-1313 Yamamuro""}",1-1313 Yamamuro,Fujimi,11,354-0022,JP,,,,"{""city"":""Fujimi"",""country"":""JP"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""354-0022"",""state"":""11"",""street"":""1-1313 Yamamuro""}",(555) 506-4804,(555) 392-6250,000973216294,,/services/images/photo/0011g00000nAbw5AAC,,Biotechnology,1092124,22,Private,,,Warm,,0051g000004BvFfAAK,2010-10-04T15:08:44.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:25.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:25.000+0000,,2020-05-20T18:18:25.000+0000,2020-05-20T18:18:25.000+0000,,,Pending,,,,,,,,,
0011g00000nAbw6AAC,,,Zabala Utilities,Prospect,,9301 East Arapahoe Rd,Greenwood Village,CO,80111,US,,,,"{""city"":""Greenwood Village"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""80111"",""state"":""CO"",""street"":""9301 East Arapahoe Rd""}",9301 East Arapahoe Rd,Greenwood Village,CO,80111,US,,,,"{""city"":""Greenwood Village"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""80111"",""state"":""CO"",""street"":""9301 East Arapahoe Rd""}",(555) 674-7228,(555) 867-9250,000874824036,,/services/images/photo/0011g00000nAbw6AAC,,Utilities,136143540,730,Private,,,Warm,,0051g000004BvFfAAK,2014-05-09T22:13:50.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:25.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:25.000+0000,,2020-05-20T18:18:25.000+0000,2020-05-20T18:18:25.000+0000,,,Pending,,,,,,,,,
0011g00000nAbsGAAS,,,Pinena Manufacturing,Technology Partner,,1 Penn Plaza Concourse Level,New York,NY,101190002,US,,,,"{""city"":""New York"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""101190002"",""state"":""NY"",""street"":""1 Penn Plaza Concourse Level""}",1 Penn Plaza Concourse Level,New York,NY,101190002,US,,,,"{""city"":""New York"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""101190002"",""state"":""NY"",""street"":""1 Penn Plaza Concourse Level""}",(555) 694-6766,(555) 630-8813,000311839797,,/services/images/photo/0011g00000nAbsGAAS,,Manufacturing,27392100,150,Subsidiary,,,Warm,,0051g000004BvFfAAK,2013-02-17T00:31:23.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,,2020-05-20T18:18:24.000+0000,2020-05-20T18:18:24.000+0000,,,Pending,,,,,,,,,
0011g00000nAbsHAAS,,,Shirilla Foundation,Prospect,,"27 N. Main Street, A",Angels Camp,CA,952229332,US,,,,"{""city"":""Angels Camp"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""952229332"",""state"":""CA"",""street"":""27 N. Main Street, A""}","27 N. Main Street, A",Angels Camp,CA,952229332,US,,,,"{""city"":""Angels Camp"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""952229332"",""state"":""CA"",""street"":""27 N. Main Street, A""}",(555) 306-5430,(555) 854-4527,000278823531,,/services/images/photo/0011g00000nAbsHAAS,,Not For Profit,25060500,750,Private,,,Warm,,0051g000004BvFfAAK,2013-12-18T21:49:28.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,,2020-05-20T18:18:24.000+0000,2020-05-20T18:18:24.000+0000,,,Pending,,,,,,,,,
0011g00000nAbsIAAS,,,Regional Jaussi Foundation,Installation Partner,,"Ground Floor, DLF Cyber Hub, Phase II",Gurgaon,HR,122002,IN,,,,"{""city"":""Gurgaon"",""country"":""IN"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""122002"",""state"":""HR"",""street"":""Ground Floor, DLF Cyber Hub, Phase II""}","Ground Floor, DLF Cyber Hub, Phase II",Gurgaon,HR,122002,IN,,,,"{""city"":""Gurgaon"",""country"":""IN"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""122002"",""state"":""HR"",""street"":""Ground Floor, DLF Cyber Hub, Phase II""}",(555) 219-7874,(555) 374-3949,000189000478,,/services/images/photo/0011g00000nAbsIAAS,,Not For Profit,5725650,57,Private,,,Warm,,0051g000004BvFfAAK,2016-01-06T18:08:57.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,0051g000004BvFfAAK,2020-05-20T18:18:23.000+0000,,2020-05-20T18:18:24.000+0000,2020-05-20T18:18:24.000+0000,,,Pending,,,,,,,,,
